风速(m/s),风向,室外温度,电网有功功率
7.94,-8.85,18.85,"1,336.73"
7.98,-4.42,18.71,"1,416.65"
7.67,-4.88,18.67,"1,254.72"
7.79,-0.69,18.53,"1,156.11"
8.08,1.45,18.36,"1,314.43"
8.64,6.36,18.23,"1,385.61"
8.69,1.44,18.27,"1,566.60"
8.61,1.87,18.3,"1,560.03"
8.12,2.2,18.27,"1,328.46"
8.04,1.51,18.28,"1,304.69"
7.82,1.11,18.25,"1,044.10"
8.04,0.07,18.28,"1,230.77"
7.91,5.28,18.09,"1,080.03"
7.26,3.65,18,896.61
7.29,4.17,17.66,870.48
7.04,-1.48,17.84,895.64
6.87,-1.61,17.91,850.77
6.97,-4.31,17.92,859.57
6.92,-7.07,18.22,800.22
6.83,-4.18,18.28,768.35
6.49,-3.19,18.18,689.36
6.51,0.94,18.09,665.51
6.39,-4.09,18.13,526.14
6.52,-1.48,18.05,685.38
6.39,-3.04,17.95,618.56
6.08,-5.77,17.97,519.46
6.19,-3.14,17.95,493.69
5.75,-4.2,17.96,434.77
5.95,-0.4,17.83,466.46
6.05,-2.88,17.88,496.58
5.51,-0.47,17.95,273.97
5.25,4.29,17.92,0
5.26,3.66,17.85,0
5.44,-0.33,17.91,0
5.02,-5.55,17.98,0
4.96,0.2,17.83,0
5.5,2.18,17.76,0
5.18,0.62,17.84,0
5.36,-0.27,17.78,0
6.07,0.95,17.75,0
5.97,4.84,17.68,0
5.61,-0.34,17.7,0
4.86,-5.74,17.84,0
5.3,-3.76,17.92,0
4.73,-5.51,17.73,0
4.33,3.85,18.07,0
4.12,-6.23,18.78,0
5.31,-0.17,20.47,0
5.88,-0.25,21.31,0
5.6,-3.57,21.62,0
5.04,-4.45,22.35,0
4.71,-1.54,22.68,0
4.82,-2,22.54,0
4.67,-3.25,22.88,0
4.43,1,23.49,0
5.27,11.89,24.34,0
5.05,11.57,24.59,0
5.01,7.04,24.73,0
5.64,7.49,24.41,0
4.8,4.46,24.93,0
6.77,15.1,25.08,0
8.38,18.92,24.14,0
8.1,29.63,22.56,0
7.61,30.69,23.25,0
7.55,33.6,23.56,0
8.08,35.35,20.97,0
8.65,36.06,21.33,0
8.18,37.07,21.27,0
8.96,39,20.95,0
9.69,38.33,20.33,0
9.92,39.3,19.78,0
10.97,40.77,19.88,0
11.63,42.03,19.68,0
11.78,40.82,19.72,0
11.23,41.77,19.71,0
11.47,43.39,19.65,0
11.33,42.75,19.69,0
10.69,44.27,19.82,0
11.04,48.43,19.93,0
11.32,48.68,19.47,0
11.07,50.84,19.45,0
10.1,55.54,19.57,0
9.78,52.44,19.64,0
9.42,48.04,19.71,0
9.01,47.38,19.77,0
8.76,45.83,19.86,0
8.49,44.86,19.93,0
8.31,39.61,20.08,0
8.43,37.99,20.07,0
8.37,43.05,20.28,0
7.69,39.01,20.67,0
7,35.2,21.01,0
5.27,18.27,21.82,0
5.19,26.57,22.64,0
5.05,24.48,22.44,0
5.22,15.42,22.4,0
5.03,-3.9,22.61,0
6.17,-7.55,21.82,0
4.28,-3.36,22.22,0
5.05,-7.82,22.16,0
7.47,-10.12,21.22,0
6.99,-9.2,20.91,0
6.06,-3.72,20.75,0
6.09,-5.68,20.33,0
6.09,-2.3,20.15,0
7.45,-7.21,20.01,0
8.84,-9.54,19.84,0
8.85,-9.43,19.72,0
8.53,-9.99,19.7,0
8.68,-11.46,19.75,0
8.81,-12.65,19.8,0
8.26,-14.04,19.8,0
6.85,-14.95,19.76,0
4.56,-2.69,19.6,267.41
4.47,2.95,19.34,190.65
4.84,2.98,19.01,165.87
5.23,-5.3,19.63,225.9
4.78,-6.51,19.7,169.64
4.75,0.69,19.7,177.41
4.36,4.7,19.7,127.84
4.28,-6.09,19.6,123.41
4.88,-5.88,19.51,179.71
4.28,0.1,19.46,146.03
3.64,-0.33,19.61,97.59
3.36,-6.81,19.42,96.87
2.49,-8.72,19.6,7.94
2.5,-9.57,19.42,0
2.09,-8.11,19.3,0
2.56,1.42,19.36,0
2.73,-2.38,19.15,0
3.57,-0.98,19.1,0
3.3,-3.49,19.11,0
3.65,-4.73,19.13,0
3.29,-2.87,19.04,0
2.47,4,19,0
3.39,-3.15,18.91,0
4.54,-7.8,18.85,0
4.57,-7.29,19.03,10.26
3.67,0.84,19.07,81.82
3.41,1.99,19.12,92.56
3.54,2.88,19.21,89.6
4.44,2.33,19.14,168.28
5.11,4.78,19.32,217.1
5.19,-1.52,19.1,232.53
4.97,-2.55,19.25,221.64
5.04,-4.81,19,212.06
4.69,-4.76,19.27,179.65
5.11,1.41,19.06,210
4.83,4.16,19.15,203.76
3.38,0.28,18.82,89.91
3.48,-0.32,18.76,70.94
3.35,1.46,18.85,128.07
3.18,0.85,18.5,122.62
4.43,3.75,18.5,176.26
5.27,5.85,18.38,221.02
5.68,2.87,18.3,335.22
6.02,-3.47,18.08,406.38
6.04,-1.98,18.4,408.34
6.01,3.15,17.93,437.44
6.62,3.23,18.23,593.56
7.46,-1.77,18.51,966.33
7.66,-0.79,18.59,"1,072.72"
7.51,2.35,18.4,920.18
8.05,-0.39,18.09,"1,232.48"
8.87,-1.78,18.17,"1,681.77"
8.42,-2.3,18.1,"1,512.68"
8.98,-0.22,18,"1,800.86"
9.61,-0.93,17.97,"2,160.37"
10.01,-1.04,18.06,"2,419.37"
10.49,-0.06,17.88,"2,756.52"
9.5,3.02,17.6,"1,887.14"
9.14,1.13,17.67,"2,010.86"
9.26,1.9,17.56,"2,135.68"
9.28,1.59,17.69,"2,340.25"
9.51,2.9,17.77,"2,057.71"
10.43,-0.9,17.58,"2,936.84"
10.4,-1.35,17.42,"2,946.14"
10.56,-0.26,17.4,"3,054.03"
10.37,0.56,17.31,"3,048.71"
10.43,0.35,17.28,"3,010.13"
10.46,2.75,17.1,"2,791.11"
10.47,6.33,16.92,"2,643.46"
10.33,3.53,17.02,"2,826.37"
10.76,4.5,17.05,"3,022.38"
10.46,5.9,16.94,"2,716.13"
10.28,4.46,16.89,"2,674.44"
10.94,7.44,16.9,"2,982.31"
11,5.84,17.06,"3,023.75"
10.26,1.3,17.4,"2,971.97"
10.26,-1.25,17.66,"2,891.41"
10.34,-1.71,17.89,"2,978.72"
10.43,0.92,18.09,"2,998.14"
10.17,-0.13,18.52,"3,020.18"
10.48,3.37,18.73,"2,995.78"
10.39,5.88,18.92,"2,912.99"
10.16,4,19.14,"2,815.61"
9.94,2.45,19.43,"2,779.87"
9.67,1.37,19.68,"2,593.06"
9.19,3.39,19.79,"2,080.03"
8.74,-5.32,20.12,"1,645.61"
8.56,-0.87,20.1,"1,778.21"
8.94,3.56,19.99,"1,920.90"
7.86,0.34,20.18,"1,462.31"
7.51,-1.22,20.45,"1,330.30"
7.26,-2.63,20.72,"1,165.45"
7.5,-1.9,20.43,"1,364.03"
6.98,-0.97,20.44,"1,206.27"
6.66,-4.94,20.4,"1,043.17"
6.58,-6.78,20.32,865.5
6.33,-4.51,20.81,863.06
6.41,-2.27,20.51,902.63
6.88,-5.34,20.38,942.55
6.81,-8.77,20.46,"1,155.07"
6.37,-2.75,20.67,965.68
6.01,-4.65,20.82,844.77
6.43,-8.51,20.9,985.05
6.11,-7.44,21.16,832.9
5.68,-6.63,21.42,711.78
6.03,0.44,20.92,621.9
6.45,2.51,20.62,728.23
6.59,3.39,20.62,770.43
6.84,5.11,20.64,771.49
7.23,4.55,20.62,878.91
6.37,-2.85,21.31,668.35
5.76,-1.47,21.57,524.09
6,-3.88,21.84,519.53
5.63,-2.69,21.72,461.73
5.71,-5.75,22.22,464.23
5.25,1.87,21.88,348.57
4.98,4.46,22.09,248.2
4.39,1.44,22.32,192.82
3.52,1.71,22.85,81.92
3.42,-0.79,23.18,85.15
3.53,0.06,23.29,62.81
3.35,-5.79,23.59,51.86
3.2,-4.31,23.53,25.06
2.62,5.23,23.62,0
2.87,-2.31,23.79,0
2.57,2.66,23.81,0
2.13,19.55,24,0
2.6,16.2,23.97,0
3.11,2.42,23.92,0
3.75,4.77,23.29,0
4.01,5.59,23.03,0
4.87,-6.65,22.79,172.72
4.76,-4.41,22.77,168.96
4.64,-2.75,22.54,133.31
3.75,-2.76,22.23,64.95
2.71,-0.02,21.93,7.47
2.24,39.2,22.03,0
2.46,6.55,20.16,0
2.48,-28.15,19.44,0
3.56,0.67,18.98,0
3.31,2.58,18.88,0
2.24,-2.31,18.85,0
3.79,4.02,18.82,0
4.07,2.6,18.77,0
4.18,-0.92,18.71,31.57
4.74,0.92,18.54,193.44
4.83,-1.59,18.81,197.96
4.9,-1.62,18.8,226.2
4.98,0.54,18.64,189.33
4.14,1.05,18.95,106.47
3.79,0.51,18.72,65.18
3.68,3.43,18.59,52.68
3.56,1.32,18.65,70.38
3.82,4.01,18.49,71.24
2.29,10.32,18.48,10.99
2.2,20.87,18.46,0
2.36,7.75,18.16,0
1.9,1.52,18.02,0
2.3,-4.15,17.8,0
2.03,2.29,17.72,0
2.49,10.59,17.72,0
2.01,8.56,17.61,0
1.83,6.69,17.54,0
2.04,0.48,17.43,0
2.37,-1.23,17.48,0
2.51,0.43,17.47,0
2.42,-2.16,17.5,0
2.67,-2.24,17.48,0
2.22,5.19,17.49,0
2.23,-4.57,17.41,0
2.47,-5.92,17.41,0
2.28,-6.24,17.37,0
2.22,-5.72,17.25,0
1.94,-6.38,17.27,0
1.75,4.09,17.25,0
1.63,0.87,17.22,0
1.96,20.76,17.21,0
2.43,21.19,17.22,0
2.16,8.45,17.32,0
2.28,9.1,17.31,0
2.23,9.46,17.27,0
2.48,15.48,17.27,0
2.49,9.99,17.31,0
1.87,-1.57,17.18,0
2.1,4.27,17.29,0
1.75,4.63,17.19,0
1.05,-11.41,17.06,0
0.17,-69.76,17.07,0
0.22,-140.95,17,0
0.37,-146.66,17,0
0.43,-154.38,16.88,0
0.52,-120.66,16.83,0
0.99,-104.22,16.96,0
1.65,-81.59,17.05,0
2.32,-80.94,16.97,0
2.6,-16.57,16.99,0
2.36,2.32,16.55,0
3.77,-5.79,16.57,0
3.61,1.28,16.91,0
4.16,-3.82,17.32,70.24
4.11,-0.28,17.41,161.55
3.62,-6.52,17.5,121.87
3.47,-4.44,17.53,124.68
3.5,0.77,17.61,104.94
3.66,-6.37,17.63,151.39
3.89,-2.38,17.96,176.92
3.79,-2.07,17.89,162.16
3.45,-1.82,18.14,119.71
3.49,3.43,17.83,98.74
3.13,-4.95,17.7,90.85
2.55,8.3,18.11,19.3
2.49,20.51,17.84,0
2.68,8.77,17.83,0
3.58,3.32,17.73,0
4.47,5.63,17.37,0
4.72,-4.2,16.82,162.98
5.7,-0.06,16.81,376.43
7.13,-4.84,16.56,970.14
7.51,-3,16.67,"1,264.98"
8.96,-0.67,16.46,"2,073.70"
8.78,-4.07,16.6,"2,004.48"
8.72,1.57,16.49,"1,914.89"
8.68,-5.63,16.59,"1,925.81"
9.09,-4.67,16.78,"2,252.35"
9.45,0.86,16.64,"2,413.15"
9.56,2.64,16.49,"2,486.26"
9.6,-5.1,16.82,"2,896.03"
9.49,-5.56,17.02,"2,142.26"
8.82,-2.73,16.89,"2,147.47"
9.34,5.12,16.57,"2,341.27"
9.89,5.41,16.57,"2,587.26"
9.64,3.46,16.53,"2,379.13"
9.06,-1.26,16.65,"2,328.71"
9.72,0.86,16.58,"2,665.46"
10.19,1.88,16.52,"2,940.23"
9.81,-2.79,16.69,"2,812.23"
9.84,-3.86,16.75,"2,891.20"
10,-5.98,17.08,"2,845.99"
10,-7.5,17.17,"2,811.67"
9.76,-4.89,17.11,"2,930.73"
9.82,-1.89,17.13,"2,933.26"
10.36,2.84,16.99,"3,008.97"
10.65,5.49,16.84,"3,002.11"
11.04,7.3,16.87,"3,046.42"
10.63,1.51,17.29,"3,041.09"
10.4,-4.79,17.65,"3,029.03"
10.71,-5.53,17.63,"3,047.62"
10.13,-4.03,17.51,"2,938.19"
9.92,-5.39,17.64,"2,523.71"
9.94,1.4,17.63,"2,292.14"
9.73,-0.51,17.53,"2,466.32"
9.11,-1.6,17.8,"2,151.86"
8.5,-6.02,18.14,"1,728.80"
9.19,-0.46,17.92,"2,162.62"
9.38,-3.82,18.03,"2,456.50"
9.92,-3.69,18.17,"2,874.50"
10.09,-6.23,18.28,"2,823.83"
9.85,2.95,18.2,"2,463.12"
9.6,4.45,18.22,"2,281.06"
9.68,4.25,18.29,"2,359.36"
9.57,2.07,18.5,"2,479.38"
9.29,4.38,18.52,"1,878.80"
9.74,1.71,18.74,"2,524.43"
10.14,8.09,18.49,"2,468.31"
9.31,1.71,18.58,"2,181.87"
9.74,-0.33,19.19,"2,670.96"
10.03,-1.23,20.2,"2,908.74"
10.05,-3.73,19.42,"2,977.98"
10.15,-6.91,20.43,"2,841.89"
9.67,-2.9,21.01,"2,546.96"
9.93,-2.07,20.9,"2,785.98"
10.24,-2.1,20.75,"3,023.63"
10.12,-2.1,20.67,"2,937.97"
10.11,-4.6,20.41,"2,930.12"
10.1,-3.26,20.22,"2,702.89"
9.83,1.86,19.8,"2,466.61"
9.71,4.43,18.73,"2,233.34"
9.59,2.24,17.75,"2,331.12"
8.53,-1.67,17.85,"1,598.40"
8.71,-2.21,17.58,"1,862.23"
9.06,0.44,17.35,"2,033.78"
9.86,-0.24,17.42,"2,670.21"
10,0.15,17.43,"2,802.86"
9.86,-1.04,17.44,"2,619.82"
10.14,-1.51,17.47,"2,907.52"
9.76,-1.67,17.45,"2,732.61"
9.54,-2.64,17.42,"2,604.14"
9.62,-1.75,17.26,"2,508.04"
9.6,-2.27,17.28,"2,545.05"
9.37,-3.08,17.28,"2,388.73"
8.99,-4.48,17.42,"2,102.21"
8.75,-3.86,17.39,"1,779.41"
8.47,-6.02,17.39,"1,808.18"
8.52,-3.65,17.3,"1,861.33"
8.78,2.83,16.98,"1,843.88"
7.98,-2.11,17.07,"1,472.25"
8.05,-7.1,17.34,"1,447.71"
7.52,-5.31,17.36,"1,183.50"
7.64,-0.38,17.14,"1,240.21"
7.79,-2.5,17.26,"1,369.76"
8,-4.05,17.37,"1,523.67"
8.32,4.2,17.17,"1,474.40"
8.27,6.82,17.08,"1,313.08"
7.47,-1.65,17.07,901.22
7.55,-4.2,17.34,"1,167.79"
7.28,-6.7,17.43,"1,063.43"
7.22,-5.21,17.51,"1,059.17"
7.25,-5.21,17.41,"1,008.68"
7.28,-7.46,17.3,"1,083.62"
7.66,-6.52,17.4,"1,278.82"
7.93,-2.87,17.33,"1,465.88"
7.87,-3.8,17.43,"1,444.14"
7.72,-4.5,17.45,"1,332.92"
8.09,-0.78,17.28,"1,503.82"
8.59,-5.36,17.32,"1,887.92"
7.93,-5.98,17.43,"1,307.31"
7.72,-6.05,17.36,"1,286.56"
7.65,-4.55,17.19,"1,281.97"
7.84,-4.72,17.19,"1,264.13"
8.2,-3.55,16.92,"1,502.46"
8.36,-4.75,17.19,"1,723.48"
8.22,-5.85,17.32,"1,620.07"
7.73,-5.85,17.51,"1,343.92"
8.41,-2.41,17.4,"1,659.72"
8.34,-2.08,17.32,"1,630.20"
8.2,-6.32,17.55,"1,647.45"
8.38,-3.2,17.34,"1,616.75"
8.75,-1.7,17.44,"1,690.91"
8.56,-3.73,17.34,"1,812.17"
8,-4.6,17.35,"1,416.07"
8.22,-0.68,17.27,"1,468.22"
9.18,6.07,17.04,"1,838.09"
9.37,5.44,16.93,"1,961.34"
8.76,5.04,16.71,"1,576.29"
8.67,6.78,16.66,"1,556.43"
8.52,3.13,16.69,"1,704.41"
8.55,4.83,16.7,"1,632.97"
8.55,6.43,16.7,"1,604.34"
8.02,3.49,16.87,"1,445.80"
7.72,4.73,16.72,"1,139.77"
6.96,2.14,16.94,686.87
7.62,-4.72,16.67,"1,179.48"
7.04,-1.43,16.55,919.62
7.91,5.32,16.41,"1,216.71"
8.81,6.24,16.38,"1,803.78"
9.17,-3.68,16.69,"2,475.73"
9.06,-4.09,16.79,"2,303.64"
9.56,1.35,16.68,"2,587.48"
10.58,-6.67,16.53,"3,037.09"
10.7,4.54,16.31,"3,051.46"
10.93,4.48,16.16,"3,052.09"
9.87,-4.79,16.42,"2,739.51"
8.82,1.32,16.31,"2,002.79"
8.44,-0.5,16.24,"1,800.35"
8.07,-5.57,16.38,"1,557.97"
7.66,-3.11,16.4,"1,235.27"
8.66,-3.54,16.04,"1,914.98"
8.7,-4.25,16.06,"1,976.92"
8.18,-7.69,16.25,"1,607.34"
8.18,-6.06,16.2,"1,688.81"
8.13,-4.94,16.04,"1,665.11"
8.1,-4.02,15.93,"1,605.98"
7.47,-6.59,16.05,"1,259.41"
6.71,-3.44,16,902.76
6.3,-3.55,16.37,675.29
6.32,4.67,16.15,556.64
4.81,1.15,16.44,180.02
3.96,0.5,16.57,0
4.15,2.54,16.48,0
4.79,-1.27,16.42,0
5.55,0.47,16.28,0
6.1,-3.28,16.32,0
6.2,-4.5,16.35,0
6.14,-1.07,16.44,0
6.4,-0.09,16.5,0
5.86,4.66,16.62,0
5.7,0.04,16.78,0
6.5,-1.82,16.91,0
6.85,-5.47,16.83,0
7.14,-7.71,16.78,0
6.62,-13.11,16.78,0
6.35,-14.94,16.88,0
6.42,-14.89,16.88,0
6.71,-17.6,16.91,0
7.14,-21.29,16.96,0
6.87,-23.59,16.98,0
6.59,-27.43,17.03,0
6.04,-30.51,17.07,0
5.27,-33.82,17.18,0
4.99,-30.66,17.32,0
4.58,-27,17.34,0
4.46,-22.04,17.45,0
4.83,-17.63,17.42,0
4.46,-21.09,17.32,0
5.04,-22.05,17.19,0
4.98,-19.41,17.39,0
4.06,-22.26,17.76,0
2.92,-37.11,18.08,0
3.3,-42.53,17.92,0
2.49,-46.54,17.98,0
1.82,-47.74,18.35,0
1.13,-66.76,18.29,0
1.07,-19.36,19.2,0
1.08,25.61,20.07,0
0.92,45.5,21.18,0
1.15,20.13,21.1,0
1.04,-2.85,21.55,0
0.9,-16.63,21.57,0
1.22,-29.32,21.39,0
1.75,-11.23,20.72,0
2.23,0.29,20.8,0
2.94,5.18,20.47,0
2.48,7.74,21.03,0
2.48,6.36,21.72,0
1.97,10.1,24.28,0
1.9,-0.96,23.8,0
2.46,9.43,24.01,0
2.74,8.84,23.65,0
2.59,5.47,20.98,0
2.48,7.12,20.94,0
2.73,8.37,21.09,0
2.65,8.91,21.09,0
3.92,1.87,19.48,0
3.68,0.92,18.84,0
3.63,6.9,18.57,0
3.94,2.37,18.01,0
3.18,2.36,17.75,0
2.5,6.14,17.64,0
3.39,-5.32,17.66,0
3.71,-1.97,17.74,0
3.63,5.68,17.58,29.95
4.92,-4.75,17.39,278.8
5.83,1.74,17.24,411.76
6.02,2.97,17.1,418.7
5.96,1.42,16.92,364.09
5.9,-2.19,17.1,426.51
5.5,-0.08,17.77,423.95
5.01,0.28,17.81,327.86
4.73,-5.6,17.83,293.5
4.72,-5.54,17.71,252.54
4.67,-4.89,17.66,184.43
4.86,-4.04,17.78,183.15
4.73,-5.22,17.84,166.05
4.58,-5.59,17.76,187.41
4.59,-3.23,17.89,200.62
4.23,-5.96,17.93,168.48
3.86,-6.69,18.02,129.14
3.66,-4.06,17.93,136.01
3.74,-0.83,18.04,146.89
4.07,-0.52,18.01,175.94
4.54,-1.83,17.94,225.81
4.57,-2.58,18.12,237.24
4.58,-0.47,18.14,252.13
4.71,0.6,17.99,239.1
4.74,1.67,17.93,236.62
4.52,-2.51,18.13,281.6
4.53,-4.54,18.18,273.85
4.97,2.81,17.92,315.9
5.35,2.25,18,425.06
5.4,2.86,17.98,429.41
5.37,1.39,17.98,438.02
5.71,0.81,18.06,492.34
5.53,-2.99,18.08,453
5.8,-6.85,18.09,471.98
5.54,-2.6,18.03,415.76
5.36,-4.64,18,358.83
5.11,-2.93,17.94,253.17
5,-6.44,18.07,287.7
5.14,-5.36,18.11,276.07
5.15,3.23,17.85,271.17
5.29,6.38,17.82,258.91
5.12,0.41,17.84,278.97
5.24,0.71,17.87,319.27
5.39,-2.08,17.86,346.82
5.38,-4.08,17.87,357.69
5.44,-5.24,17.94,348.51
5.21,-2.18,17.88,316.49
4.74,-2.66,17.8,249.19
4.79,-0.76,17.66,179.31
5.13,-5.16,17.82,263.04
4.99,-8.2,17.93,266.77
5.1,-6.12,17.87,296.53
4.92,-6.49,17.86,262.77
4.61,-0.6,17.79,194.14
4.06,-1.67,17.69,111.9
3.28,2.16,17.45,51.44
2.81,1.92,17.3,32.03
3.18,-5.3,17.21,32.48
3.11,-4.56,17.3,21.74
2.95,-0.88,17.29,20.33
2.8,-6.13,17.21,15.18
2.26,-12.41,17.06,0
1.79,4.45,16.85,0
1.81,-4.01,16.86,0
2.21,-18.3,16.67,0
2.17,-29.77,16.55,0
1.56,-40.91,16.45,0
1.76,-55.82,16.36,0
1.71,-56.99,16.17,0
1.63,-55.21,16.01,0
1.56,-52.03,15.82,0
0.74,-1.98,15.77,0
0.81,30.97,15.8,0
0.77,11.12,15.78,0
0.67,-47.31,15.7,0
0.44,29.01,15.93,0
0.33,7.4,16.18,0
0.49,60.51,16.5,0
0.85,21.94,16.56,0
2.12,24.81,16.43,0
2.74,13.98,16.24,0
1.93,32.05,16.37,0
1.87,34.65,16.46,0
1.49,39.28,16.82,0
1.16,58.33,17.48,0
0.69,34.23,18.32,0
0.93,3.88,18.57,0
0.95,-5.71,18.57,0
1.13,-4.67,18.68,0
1.27,-34.67,18.49,0
1.3,-21.73,18.5,0
1.4,-23,18.6,0
1.09,-51.88,19.11,0
0.82,-54.43,19.1,0
0.89,-32.93,19.56,0
0.67,-81.02,19.39,0
0.98,-95.23,18.5,0
1.4,-106.85,17.83,0
1.23,-118.02,17.46,0
1.47,-120.34,17.49,0
1.7,-119.55,17.52,0
1.99,-92.31,17.52,0
1.62,-87.18,17.78,0
1.42,-92.03,18.02,0
1.69,-87.04,18.01,0
1.97,-90.77,17.96,0
2.73,-44.05,18.89,0
2.89,-2.32,21.47,0
3.38,2.84,21.63,0
3.65,-3.53,21.49,0
3.33,0.84,21.73,0
3.79,-1.46,21.6,0
4.03,-2.61,21.51,0
3.36,1.08,22.71,0
3.78,0.36,22.43,0
3.18,2.05,23.16,0
3.89,-4.14,22.93,6.97
4.32,-3.91,22.21,106.82
4.79,-6.9,21.94,135.82
4.4,4.98,21.88,119.46
4.1,1.48,22.04,106.39
3.16,5.38,22.97,37.07
2.08,-5.9,27,0.97
2.37,6.38,26.99,0
2.17,11.18,26.76,0
2.34,17.94,25.67,0
2.93,9.03,25.31,0
2.75,8.87,25.52,0
3.88,-2.4,27.02,0
2.38,27.62,27.72,0
1.03,106.72,28.32,0
2,62.82,27.46,0
2.08,115.93,25.47,0
1.96,8.91,21.45,0
1.82,23.58,19.84,0
1.63,22.45,19.54,0
1.35,-36.8,18.83,0
1.96,-44.26,18.46,0
2.34,-37.55,17.99,0
2.58,-0.73,17.7,0
2.86,4.71,17.62,0
2.65,4.52,17.7,0
2.96,0.8,17.64,0
3.37,-4.48,17.47,0
3.33,-3.69,17.43,0
3.75,-6.32,17.4,0
2.79,-2.15,17.42,0
3.2,-1.46,17.41,0
2.62,7,17.4,0
2.6,2.94,17.45,0
2.4,11.53,17.43,0
2.08,13.37,17.5,0
1.91,17.05,17.6,0
2,16.84,17.65,0
2.14,6.56,17.66,0
2.05,-3.52,17.61,0
2.09,-6.49,17.64,0
1.51,-3.01,17.61,0
1.15,9.44,17.6,0
1.44,-6.17,17.68,0
1.24,-16.7,17.73,0
1.16,10.85,17.8,0
0.95,24.3,17.63,0
0.76,36.48,17.58,0
0.26,52.32,17.66,0
0.36,17.69,17.71,0
1.14,-61.8,18.1,0
1.6,-107.22,18.36,0
2.23,-153.66,18.51,0
2.3,-58.12,18.41,0
1.79,3.88,18.26,0
1.9,5.67,18.21,0
2.23,4.57,18.15,0
2.51,1.04,18.2,0
3.1,-2.78,18.2,0
3.22,3.31,18.17,0
4.54,-0.59,18.11,124.94
4.78,3.09,18.1,166.44
5.28,3.42,18.05,240.39
6.25,0.55,17.93,451.76
7.06,0.04,18,713.38
7.44,-1.65,18,961.81
7.69,-3.21,18.23,"1,162.97"
7.99,-3.1,17.89,"1,272.56"
8.03,-4.67,18.15,"1,406.31"
8.37,-5.6,18.12,"1,660.07"
8.28,-3.67,18.53,"1,765.94"
8.57,-4.1,18.53,"1,946.62"
8.33,-2.23,18.35,"1,554.17"
8.73,-2.27,18.33,"1,976.55"
8.85,1.44,18.09,"1,909.75"
8.5,-0.46,18.23,"1,893.98"
8.2,-1.08,18.25,"1,840.04"
6.23,9.03,17.68,746.5
5.62,-0.1,17.2,369.44
5.04,-1.94,17.08,220.93
3.42,1.95,17.16,72.73
3.84,5.45,17.25,75.94
3.12,-3.05,17.24,38.7
4.1,-3.94,17.25,101.48
4.27,-6.34,17.41,105.17
3.84,1.78,17.42,94.99
3.31,2.03,17.14,45.93
3.87,6.88,17.03,83.22
5.41,-2.9,17.03,353.49
6.3,-6.06,17.15,617.37
7.07,1.84,16.99,905.14
6.09,-2.62,16.9,544.84
5.12,1.05,16.83,275.77
4.61,3.86,16.78,216.16
4.78,-2.75,16.81,246.12
4.44,-5.81,16.83,209.3
4.23,-5.36,16.75,135.4
4.52,-5.33,16.87,212.8
4.63,1.25,16.71,169.79
4.85,0.56,16.63,231.37
5.75,-6.24,16.75,446.6
6.02,-5.66,16.75,521.03
5.87,-3.58,16.69,522.93
4.57,-0.38,17.05,216.6
3.97,-0.21,16.76,109.44
3.2,-7.67,16.79,34.82
3.74,-1.51,16.72,75.48
4.23,3.54,16.6,132.78
4.57,5.05,16.67,155.74
4.78,-1.45,16.75,216.48
5.08,-6.45,16.83,282.56
4.35,-3.53,17.01,166.02
3.85,1.22,17.01,101.43
4.3,-3.05,17.1,148.18
4.74,3.02,17.12,195.83
5.47,-0.23,17.2,389.17
4.95,-0.85,17.55,311.59
4.56,-0.53,17.64,193.57
4.48,4.51,17.76,0
4.62,-2.96,17.51,0
4.96,-12.33,17.36,0
4.49,-22.66,17.3,0
3.94,-18.55,17.4,0
3.85,-17.01,17.55,0
3.04,-21.27,17.65,0
2.16,-16.97,18.01,0
2.5,10.19,18.47,0
3.31,12.1,18.79,0
5.41,5.48,18.37,0
6.02,3.08,18.02,0
5.87,0.51,17.85,0
5.53,2.01,18.01,0
4.58,2.87,18.2,0
4.23,3.05,18.31,0
4.15,6.08,18.72,0
4.33,6.89,19.01,0
4.51,5.91,19.25,0
4.77,7.52,19.26,0
5.75,6.15,18.97,0
5.67,6.11,18.84,0
6.08,7.2,18.8,0
5.46,7.03,19.05,0
5.56,6.83,19.15,0
6.15,7.05,19.17,0
5.95,8.38,19.33,0
5.32,23.28,19.26,0
7.27,26.41,18.66,0
6.75,23.58,18.96,0
6.7,20.71,18.97,0
5.16,16.54,19.3,0
7.51,17.17,19.32,0
7.72,15.64,20.52,0
7.2,23.07,20.6,0
6.18,25.17,20.72,0
5.93,21.59,21.12,0
5.6,3.57,19.46,481.6
6.3,-5.82,17.93,892.86
6.15,-2.53,18.54,731.24
5.61,-0.99,19.21,581.76
5.34,-5.82,19.27,523.96
5.27,-3.1,19.36,516.49
5.61,-0.29,19.2,563.69
5.11,-2.24,19.01,501.42
5.87,4.74,18.46,605.73
6.38,5.14,17.84,728.35
6.83,4.49,17.53,867.15
6.19,2.43,17.24,681.76
5.75,1.63,16.96,475.99
4.97,-2.78,17.1,426.31
4.56,-5.56,17.23,355.6
5.2,-1.84,17.12,461.02
5.72,3.85,16.83,494.42
6.02,1.12,16.73,643.15
6.33,-2.35,16.83,846.49
6.48,-2.06,16.47,841.07
7.25,4.09,16.45,999.34
8.09,7.31,16.32,"1,249.27"
8.13,5.65,16.47,"1,359.33"
7.53,3.62,16.59,"1,179.17"
6.53,-0.45,16.85,786.33
6.02,-6.3,16.96,802.06
